CMTE_ID,Leadership Pacs,Sponsor Name,PAC Name,Committee Designation,AMNDT_IND,RPT_TP,TRANSACTION_PGI,IMAGE_NUM,TRANSACTION_TP,ENTITY_TP,NAME,CITY,STATE,ZIP_CODE,EMPLOYER,OCCUPATION,TRANSACTION_DT,TRANSACTION_AMT,OTHER_ID,CAND_ID,Candidate Name,TRAN_ID,FILE_NUM,MEMO_CD,MEMO_TEXT,SUB_ID
C00526715,GREATER TOMORROW POLITICAL ACTION COMMITTEE,0,GREATER TOMORROW POLITICAL ACTION COMMITTEE,D,N,M6,P2026,2.02606E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,5152026,2000,C00941575,H6MT01152,"FLINT, AARON",SB23.4812,1984721,,,4.07092E+18
C00881268,GUARDING OUR LASTING DEMOCRACY (GOLD) PAC,"GOLDMAN, CRAIG",GUARDING OUR LASTING DEMOCRACY (GOLD) PAC,D,N,M6,P2026,2.02606E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,5062026,1000,C00941575,H6MT01152,"FLINT, AARON",SB23.4505,1985539,,,4.07122E+18
C00878389,HEAL AMERICA,"KENNEDY, MIKE",HEAL AMERICA,D,N,MY,G2024,2.02507E+17,24K,CCM,AUSTIN FOR CONGRESS,BILLINGS,MT,591027661,,,2282025,-1000,C00870352,H2MT02175,#N/A,AF1BB34396EF34AD8826,1898418,,,4.07072E+18
C00409003,HEARTLAND VALUES PAC,0,HEARTLAND VALUES PAC,D,N,Q1,G2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3132026,5000,C00942060,S6MT00295,"ALME, KURT",B07E87C7D71E147A6B38,1965073,,,4.05052E+18
C00409003,HEARTLAND VALUES PAC,0,HEARTLAND VALUES PAC,D,N,Q1,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3132026,5000,C00942060,S6MT00295,"ALME, KURT",B0E28CA07EF9F4AED842,1965073,,,4.05052E+18
C00894352,HEBREW HAMMER PAC,0,HEBREW HAMMER PAC,D,N,M6,P2026,2.02606E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,599012142,,,5132026,2000,C00941575,H6MT01152,"FLINT, AARON",BEED4F1E76DC3446583F,1984473,,,4.07102E+18
C00692715,HELP ELECT REPUBLICANS NOW,0,HELP ELECT REPUBLICANS NOW,D,A,Q1,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3192026,5000,C00942060,S6MT00295,"ALME, KURT",B86B4B23010424CED814,1965581,,,4.05202E+18
C00692715,HELP ELECT REPUBLICANS NOW,0,HELP ELECT REPUBLICANS NOW,D,A,Q1,G2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3192026,5000,C00942060,S6MT00295,"ALME, KURT",B8D2AA5C641E646B79A2,1965581,,,4.05202E+18
C00525238,IMPACT COMMITTEE,"TURNER, REP MICHAEL R",IMPACT COMMITTEE,D,N,M6,P2026,2.02606E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,5192026,1000,C00941575,H6MT01152,"FLINT, AARON",SB23.6340,1983343,,,4.06302E+18
C00623512,IN THE ARENA PAC,0,IN THE ARENA PAC,D,N,M6,P2026,2.02606E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,5182026,5000,C00941575,H6MT01152,"FLINT, AARON",SB23.I36215,1985493,,,4.07132E+18
C00623512,IN THE ARENA PAC,0,IN THE ARENA PAC,D,N,12S,P2026,2.02511E+17,24K,CCM,TROY DOWNING FOR CONGRESS,HELENA,MT,59624,,,11042025,5000,C00855288,H4MT02098,"DOWNING, TROY",SB23.I32522,1926433,,,4.01132E+18
C00880674,INDIANAENGRPAC,"MESSMER, MARK MR.",INDIANAENGRPAC,D,N,Q2,P2026,2.02607E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,599012142,,,5272026,1000,C00941575,H6MT01152,"FLINT, AARON",B8E40D3DC796241D7820,1995190,,,4.07262E+18
C00450320,INVEST IN A STRONG AND SECURE AMERICA,0,INVEST IN A STRONG AND SECURE AMERICA,D,N,YE,P2026,2.02601E+17,24K,CCM,TROY DOWNING FOR CONGRESS,BILLINGS,MT,59104,,,12302025,2700,C00855288,H4MT02098,"DOWNING, TROY",EB9445,1932810,,,4.01262E+18
C00896688,JOBS OPPORTUNITY NOW POLITICAL ACTION COMMITTEE,"HUSTED, JON",JOBS OPPORTUNITY NOW POLITICAL ACTION COMMITTEE,D,N,Q1,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3272026,5000,C00942060,S6MT00295,"ALME, KURT",BEDDA4EAFE2D244CABE4,1963969,,,4.05072E+18
C00896688,JOBS OPPORTUNITY NOW POLITICAL ACTION COMMITTEE,"HUSTED, JON",JOBS OPPORTUNITY NOW POLITICAL ACTION COMMITTEE,D,N,Q1,G2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3272026,5000,C00942060,S6MT00295,"ALME, KURT",B4E48598139954376949,1963969,,,4.05072E+18
C00892752,JUNTOS PAC,"GALLEGO, RUBEN",JUNTOS PAC,D,N,M4,P2026,2.02604E+17,24K,CCM,RYAN BUSSE FOR MONTANA,MISSOULA,MT,598061046,,,3272026,5000,C00933473,H6MT01145,"BUSSE, RYAN",500473688,1969136,,,4.06022E+18
C00925305,JUST ELECT SUPER STARS PAC,"STEINMANN, JESSICA HART",JUST ELECT SUPER STARS PAC,D,N,M6,P2026,2.02606E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,5282026,2500,C00941575,H6MT01152,"FLINT, AARON",SB23.2002,1985271,,,4.07132E+18
C00823773,JUSTICE LEAGUE PAC,"GARCIA, ROBERT",JUSTICE LEAGUE PAC,D,N,M4,P2026,2.02604E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,598077224,,,3132026,1000,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",500476436,1969425,,,4.06022E+18
C00607721,LAND OF OPPORTUNITY PAC,0,LAND OF OPPORTUNITY PAC,D,N,M6,P2026,2.02606E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,599012142,,,5062026,2500,C00941575,H6MT01152,"FLINT, AARON",BC2821D7A57974E8BA8F,1984465,,,4.07122E+18
C00607721,LAND OF OPPORTUNITY PAC,0,LAND OF OPPORTUNITY PAC,D,N,MY,P2026,2.02507E+17,24K,CCM,TROY DOWNING FOR CONGRESS,BILLINGS,MT,59104,,,1152025,1000,C00855288,H4MT02098,"DOWNING, TROY",B8794DE46838E4DA8ABC,1907305,,,4.07312E+18
C00764886,LASTING INVESTMENTS STRENGTHENING AMERICA PAC,"MCCLAIN, LISA",LASTING INVESTMENTS STRENGTHENING AMERICA PAC,D,N,M6,P2026,2.02606E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,5142026,5000,C00941575,H6MT01152,"FLINT, AARON",SB23.I8613,1985492,,,4.07122E+18
C00497073,LOBO PAC,"HEINRICH, MARTIN",LOBO PAC,D,N,M2,P2026,2.02602E+17,24K,CCM,RYAN BUSSE FOR MONTANA,MISSOULA,MT,598061046,,,1122026,5000,C00933473,H6MT01145,"BUSSE, RYAN",500530700,1948664,,,4.03142E+18
C00497073,LOBO PAC,"HEINRICH, MARTIN",LOBO PAC,D,N,M6,P2026,2.02606E+17,24K,CCM,SETH BODNAR FOR MONTANA,MISSOULA,MT,598077188,,,5142026,5000,C00941708,S6MT00287,"BODNAR, SETH",500557539,1984442,,,4.07122E+18
C00461251,MAC PAC,"MCGOVERN, JAMES",MAC PAC,D,N,Q1,P2026,2.02604E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,59807,,,3312026,1000,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",SB23.5179,1960054,,,4.04172E+18
C00565630,MAINTAINING ALL REPUBLICANS IN OFFICE PAC,"DIAZ-BALART, MARIO",MAINTAINING ALL REPUBLICANS IN OFFICE PAC,D,N,Q2,G2026,2.02607E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,6252026,1000,C00941575,H6MT01152,"FLINT, AARON",SB23.6226,1991406,,,4.07172E+18
C00565630,MAINTAINING ALL REPUBLICANS IN OFFICE PAC,"DIAZ-BALART, MARIO",MAINTAINING ALL REPUBLICANS IN OFFICE PAC,D,N,Q3,P2026,2.0251E+17,24K,CCM,TROY DOWNING FOR CONGRESS,BILLINGS,MT,59104,,,9162025,1000,C00855288,H4MT02098,"DOWNING, TROY",SB23.6096,1918631,,,4.11252E+18
C00428052,MAJORITY COMMITTEE PAC--MC PAC,0,MAJORITY COMMITTEE PAC--MC PAC,D,N,M4,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3262026,2500,C00942060,S6MT00295,"ALME, KURT",BE7EF7881506E459ABE0,1969757,,,4.06012E+18
C00848556,MCKENZIE RIVER PAC,"HOYLE, VALERIE",MCKENZIE RIVER PAC,D,N,M7,G2026,2.02607E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,598077224,,,6292026,1000,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",500387467,2000060,,,4.07312E+18
C00848556,MCKENZIE RIVER PAC,"HOYLE, VALERIE",MCKENZIE RIVER PAC,D,N,M4,P2026,2.02604E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,598077224,,,3312026,3500,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",500374933,1969221,,,4.06022E+18
C00563726,MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC,0,MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC,D,N,M4,P2026,2.02604E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,3192026,5000,C00941575,H6MT01152,"FLINT, AARON",B-13876,1969417,,,4.06022E+18
C00563726,MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC,0,MR. SOUTHERN MISSOURIAN IN THE HOUSE PAC,D,N,M2,P2026,2.02502E+17,24K,CCM,TROY DOWNING FOR CONGRESS,HELENA,MT,59624,,,1102025,5000,C00855288,H4MT02098,"DOWNING, TROY",B-12189,1878033,,,4.02212E+18
C00817338,MVL PAC,"LAWLER, MICHAEL VINCENT",MVL PAC,D,A,M4,P2026,2.02607E+17,24K,CCM,TROY DOWNING FOR CONGRESS,BILLINGS,MT,59104,,,3172026,2500,C00855288,H4MT02098,"DOWNING, TROY",B-6184,1989065,,,4.07152E+18
C00403592,NARRAGANSETT BAY PAC,"REED, JOHN",NARRAGANSETT BAY PAC,D,N,M7,P2026,2.02607E+17,24K,CCM,SETH BODNAR FOR MONTANA,MISSOULA,MT,598077188,,,6022026,5000,C00941708,S6MT00287,"BODNAR, SETH",501336275,1999547,,,4.08132E+18
C00403592,NARRAGANSETT BAY PAC,"REED, JOHN",NARRAGANSETT BAY PAC,D,N,M7,G2026,2.02607E+17,24K,CCM,SETH BODNAR FOR MONTANA,MISSOULA,MT,598077188,,,6022026,5000,C00941708,S6MT00287,"BODNAR, SETH",501336276,1999547,,,4.08132E+18
C00540054,NEBRASKA SANDHILLS PAC,"FISCHER, DEBRA S",NEBRASKA SANDHILLS PAC,D,N,M7,G2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6082026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.8320,2000283,,,4.07312E+18
C00914366,NO FAIL MISSION PAC,"SCHWARZE, ADAM",NO FAIL MISSION PAC,D,A,Q1,P2026,2.02604E+17,24K,CCM,CHRISTI JACOBSEN FOR CONGRESS,HELENA,MT,596240485,,,3312026,3500,C00941583,H6MT01160,"JACOBSEN, CHRISTI",BB1B5EC04E66D45F19C4,1959875,,,4.04132E+18
C00829663,NOT SO OLD FASHIONED PAC,"MCGARVEY, MORGAN",NOT SO OLD FASHIONED PAC,D,N,M4,P2026,2.02604E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,598077224,,,3282026,1000,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",500123265,1969668,,,4.06012E+18
C00878934,ON THE MOVE PAC,"SIMON, LATEEFAH",ON THE MOVE PAC,D,N,Q2,P2026,2.02607E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,598077224,,,5122026,1500,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",501334166,1992742,,,4.07212E+18
C00697326,"ON WISCONSIN PAC, INC.",0,"ON WISCONSIN PAC, INC.",D,A,M6,P2026,2.02607E+17,24K,CCM,TROY DOWNING FOR CONGRESS,BILLINGS,MT,59104,,,5262026,1000,C00855288,H4MT02098,"DOWNING, TROY",SB23.5382,1988316,,,4.07152E+18
C00551853,OORAH! POLITICAL ACTION COMMITTEE,0,OORAH! POLITICAL ACTION COMMITTEE,D,N,M4,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3152026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.I33014,1966018,,,4.04302E+18
C00551853,OORAH! POLITICAL ACTION COMMITTEE,0,OORAH! POLITICAL ACTION COMMITTEE,D,N,M4,G2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3152026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.I33014_B,1966018,,,4.04302E+18
C00761528,OREGON FRONTIER PAC,"BENTZ, CLIFF",OREGON FRONTIER PAC,D,N,Q2,P2026,2.02607E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,5152026,1000,C00941575,H6MT01152,"FLINT, AARON",SB23.4361,1994938,,,4.07272E+18
C00811216,OUR FIGHT OUR FUTURE,"CASAR, GREG",OUR FIGHT OUR FUTURE,D,N,Q2,P2026,2.02607E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,59807,,,5122026,1000,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",SB23.4467,1993064,,,4.07272E+18
C00832576,PATRIOT PAC,"RYAN, PATRICK",PATRIOT PAC,D,N,M7,G2026,2.02607E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,598077224,,,6302026,2500,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",500511579,2000662,,,4.07302E+18
C00531590,PATRIOTS IN ACTION,"WILLIAMS, ROGER",PATRIOTS IN ACTION,D,N,YE,P2026,2.02601E+17,24K,CCM,TROY DOWNING FOR CONGRESS,BILLINGS,MT,59104,,,12112025,5000,C00855288,H4MT02098,"DOWNING, TROY",SB23.I16571,1933617,,,4.01272E+18
C00851998,PENNSYLVANIA HONOR,"MCCORMICK, DAVE",PENNSYLVANIA HONOR,D,N,M5,P2026,2.02605E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,4152026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.2,1977240,,,4.06172E+18
C00851998,PENNSYLVANIA HONOR,"MCCORMICK, DAVE",PENNSYLVANIA HONOR,D,N,M5,G2026,2.02605E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,4152026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.2.1,1977240,,,4.06172E+18
C00691915,PRAYERIE PAC,"CRAMER, KEVIN",PRAYERIE PAC,D,N,Q1,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3262026,3500,C00942060,S6MT00295,"ALME, KURT",SB23.I28591,1965969,,,4.04302E+18
C00691915,PRAYERIE PAC,"CRAMER, KEVIN",PRAYERIE PAC,D,N,Q2,P2026,2.02607E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,5262026,2500,C00941575,H6MT01152,"FLINT, AARON",SB23.I29200,1995508,,,4.07262E+18
C00417493,PROGRESSIVE AMERICANS FOR DEMOCRACY,0,PROGRESSIVE AMERICANS FOR DEMOCRACY,D,N,M7,G2026,2.02607E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,59807,,,6222026,2500,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",B-23537,1998332,,,4.07282E+18
C00417493,PROGRESSIVE AMERICANS FOR DEMOCRACY,0,PROGRESSIVE AMERICANS FOR DEMOCRACY,D,N,M6,P2026,2.02606E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,59807,,,5262026,2500,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",B-23203,1983619,,,4.06302E+18
C00406553,PROGRESSIVE VOTERS OF AMERICA,"SANDERS, BERNARD",PROGRESSIVE VOTERS OF AMERICA,D,A,M2,P2026,2.02602E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,598077224,,,1052026,5000,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",500207830,1948522,,,4.03142E+18
C00406553,PROGRESSIVE VOTERS OF AMERICA,"SANDERS, BERNARD",PROGRESSIVE VOTERS OF AMERICA,D,A,M2,G2026,2.02602E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,598077224,,,1052026,5000,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",500207831,1948522,,,4.03142E+18
C00749481,RAPTOR PAC,0,RAPTOR PAC,D,N,M7,G2026,2.02607E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,599012142,,,6092026,1000,C00941575,H6MT01152,"FLINT, AARON",BB1068F45C64A42D29D0,2000107,,,4.07312E+18
C00749481,RAPTOR PAC,0,RAPTOR PAC,D,N,M4,P2026,2.02604E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,599012142,,,3062026,5000,C00941575,H6MT01152,"FLINT, AARON",B97C7417A2EDD4580AD2,1969648,,,4.06022E+18
C00749481,RAPTOR PAC,0,RAPTOR PAC,D,N,MY,P2026,2.02507E+17,24K,CCM,TROY DOWNING FOR CONGRESS,HELENA,MT,596240322,,,6202025,1000,C00855288,H4MT02098,"DOWNING, TROY",BA08A1A89810549A5A5A,1908146,,,4.08052E+18
C00749481,RAPTOR PAC,0,RAPTOR PAC,D,N,12S,P2026,2.02511E+17,24K,CCM,TROY DOWNING FOR CONGRESS,BILLINGS,MT,59104,,,7162025,1000,C00855288,H4MT02098,"DOWNING, TROY",B1851E9C6080A4F478D4,1926280,,,4.01132E+18
C00749481,RAPTOR PAC,0,RAPTOR PAC,D,N,12S,P2026,2.02511E+17,24K,CCM,TROY DOWNING FOR CONGRESS,BILLINGS,MT,59104,,,9092025,1000,C00855288,H4MT02098,"DOWNING, TROY",B2FDD9E7A96FF410AB13,1926280,,,4.01132E+18
C00749481,RAPTOR PAC,0,RAPTOR PAC,D,N,YE,P2026,2.02601E+17,24K,CCM,TROY DOWNING FOR CONGRESS,BILLINGS,MT,59104,,,11242025,1000,C00855288,H4MT02098,"DOWNING, TROY",B59EEC3AC41DD45E4961,1940039,,,4.02262E+18
C00493361,RAZOR PAC,0,RAZOR PAC,D,N,M7,G2026,2.02607E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,599012142,,,6112026,2500,C00941575,H6MT01152,"FLINT, AARON",B39909E5C5D6E42BE972,1990370,,,4.07172E+18
C00296640,REPUBLICAN MAJORITY FUND,0,REPUBLICAN MAJORITY FUND,D,N,M4,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3062026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.I45872,1969109,,,4.05292E+18
C00296640,REPUBLICAN MAJORITY FUND,0,REPUBLICAN MAJORITY FUND,D,N,M4,G2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3062026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.I45873,1969109,,,4.05292E+18
C00823351,REPUBLICANS UNITED TO DEFEND YOU PAC,"YAKYM, RUDY",REPUBLICANS UNITED TO DEFEND YOU PAC,D,N,Q2,P2026,2.02607E+17,24K,CCM,TROY DOWNING FOR CONGRESS,HELENA,MT,59624,,,4272026,1000,C00855288,H4MT02098,"DOWNING, TROY",SB23.I21222,1995361,,,4.07242E+18
C00778449,RESTORE AMERICA'S VOICE PAC,"MILLS, CORY",RESTORE AMERICA'S VOICE PAC,D,N,Q2,P2026,2.02607E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,4072026,1000,C00941575,H6MT01152,"FLINT, AARON",SB23.4192,1993275,,,4.07262E+18
C00649525,RESTORING OUR NATION PAC,0,RESTORING OUR NATION PAC,D,N,M4,P2026,2.02604E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,3112026,5000,C00941575,H6MT01152,"FLINT, AARON",B4574A39AE94C4CCCA5C,1969674,,,4.06022E+18
C00570770,RURAL AMERICA COUNTS PAC (RAC PAC),"CRAWFORD, ERIC",RURAL AMERICA COUNTS PAC (RAC PAC),D,N,M7,G2026,2.02607E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,6292026,2000,C00941575,H6MT01152,"FLINT, AARON",SB23.I6837,1999565,,,4.08132E+18
C00689208,RVFPAC,0,RVFPAC,D,N,M4,P2026,2.02604E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,599012142,,,3252026,2000,C00941575,H6MT01152,"FLINT, AARON",B83610D44AFA94FDCBAB,1964606,,,4.05072E+18
C00689208,RVFPAC,0,RVFPAC,D,N,M6,P2026,2.02606E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,599012142,,,5122026,2000,C00941575,H6MT01152,"FLINT, AARON",B1092D0A7A1874578982,1985287,,,4.07132E+18
C00760694,SCONNIE PAC,"FITZGERALD, SCOTT",SCONNIE PAC,D,N,Q2,P2026,2.02607E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,6012026,1000,C00941575,H6MT01152,"FLINT, AARON",SB23.4466,1997141,,,4.07232E+18
C00719971,SENATE EAGLE PAC,0,SENATE EAGLE PAC,D,N,Q1,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3132026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.I33083,1963334,,,4.04242E+18
C00719971,SENATE EAGLE PAC,0,SENATE EAGLE PAC,D,N,Q1,G2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3132026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.I33084,1963334,,,4.04242E+18
C00654186,SOCK IT TO 'EM PAC,"CURTIS, JOHN",SOCK IT TO 'EM PAC,D,N,M4,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3242026,5000,C00942060,S6MT00295,"ALME, KURT",B-735178,1969600,,,4.06022E+18
C00654186,SOCK IT TO 'EM PAC,"CURTIS, JOHN",SOCK IT TO 'EM PAC,D,N,M4,G2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3242026,5000,C00942060,S6MT00295,"ALME, KURT",B-735180,1969600,,,4.06022E+18
C00877506,SPACE COAST LEADERSHIP PAC,0,SPACE COAST LEADERSHIP PAC,D,A,Q2,G2026,2.02608E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,599012142,,,6292026,1000,C00941575,H6MT01152,"FLINT, AARON",BCC8D011E19CA48248A5,2004144,,,4.08202E+18
C00787317,SPIKE PAC,"TRAHAN, LORI",SPIKE PAC,D,N,Q1,P2026,2.02604E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,598077224,,,3232026,1000,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",500183842,1966917,,,4.04292E+18
C00762682,STEER PAC,0,STEER PAC,D,N,Q1,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3182026,5000,C00942060,S6MT00295,"ALME, KURT",B5D7428FA78104CAFA27,1962349,,,4.04242E+18
C00762682,STEER PAC,0,STEER PAC,D,N,Q1,G2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3182026,5000,C00942060,S6MT00295,"ALME, KURT",B0A788621F269484E962,1962349,,,4.04242E+18
C00467431,THE EYE OF THE TIGER POLITICAL ACTION COMMITTEE,0,THE EYE OF THE TIGER POLITICAL ACTION COMMITTEE,D,A,M4,G2026,2.02604E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,3312026,5000,C00941575,H6MT01152,"FLINT, AARON",SB23.I130280,1971835,,,4.06022E+18
C00467431,THE EYE OF THE TIGER POLITICAL ACTION COMMITTEE,0,THE EYE OF THE TIGER POLITICAL ACTION COMMITTEE,D,A,M4,P2026,2.02604E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,3312026,5000,C00941575,H6MT01152,"FLINT, AARON",SB23.I130281,1971835,,,4.06022E+18
C00467431,THE EYE OF THE TIGER POLITICAL ACTION COMMITTEE,0,THE EYE OF THE TIGER POLITICAL ACTION COMMITTEE,D,N,M8,P2026,2.02508E+17,24K,CCM,TROY DOWNING FOR CONGRESS,HELENA,MT,59624,,,7282025,5000,C00855288,H4MT02098,"DOWNING, TROY",SB23.I124514,1912563,,,4.08222E+18
C00379479,THE HAWKEYE PAC,0,THE HAWKEYE PAC,D,N,Q1,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3132026,5000,C00942060,S6MT00295,"ALME, KURT",B48B38F031BC84740BF0,1960808,,,4.04222E+18
C00882134,THIN BLUE LINE PAC,"EVANS, TIMOTHY GABRIEL",THIN BLUE LINE PAC,D,N,YE,P2026,2.02601E+17,24K,CCM,TROY DOWNING FOR CONGRESS,BILLINGS,MT,59104,,,12292025,3500,C00855288,H4MT02098,"DOWNING, TROY",SB23.4314,1941418,,,4.02202E+18
C00571323,TOGETHER HOLDING OUR MAJORITY PAC,0,TOGETHER HOLDING OUR MAJORITY PAC,D,N,Q2,G2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,223145404,,,6172026,5000,C00942060,S6MT00295,"ALME, KURT",B1F9DC3CE14844FE99E4,1988005,,,4.07142E+18
C00495887,TOMORROW IS MEANINGFUL PAC,"SCOTT, TIMOTHY E.",TOMORROW IS MEANINGFUL PAC,D,N,Q1,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,WASHINGTON,DC,20003,,,3132026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.1126329.1,1967053,,,4.04292E+18
C00495887,TOMORROW IS MEANINGFUL PAC,"SCOTT, TIMOTHY E.",TOMORROW IS MEANINGFUL PAC,D,N,Q1,G2026,2.02604E+17,24K,CCM,ALME FOR SENATE,WASHINGTON,DC,20003,,,3132026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.1126329.2,1967053,,,4.04292E+18
C00433680,TREASURE STATE PAC,"TESTER, R. JON",TREASURE STATE PAC,D,N,M7,G2026,2.02607E+17,24K,CCM,SETH BODNAR FOR MONTANA,MISSOULA,MT,598077188,,,6012026,5000,C00941708,S6MT00287,"BODNAR, SETH",500484275,1999613,,,4.08022E+18
C00433680,TREASURE STATE PAC,"TESTER, R. JON",TREASURE STATE PAC,D,N,M7,P2026,2.02607E+17,24K,CCM,SETH BODNAR FOR MONTANA,MISSOULA,MT,598077188,,,6012026,5000,C00941708,S6MT00287,"BODNAR, SETH",500484276,1999613,,,4.08022E+18
