CMTE_ID,Leadership Pacs,Sponsor Name,PAC Name,Committee Designation,AMNDT_IND,RPT_TP,TRANSACTION_PGI,IMAGE_NUM,TRANSACTION_TP,ENTITY_TP,NAME,CITY,STATE,ZIP_CODE,EMPLOYER,OCCUPATION,TRANSACTION_DT,TRANSACTION_AMT,OTHER_ID,CAND_ID,Candidate Name,TRAN_ID,FILE_NUM,MEMO_CD,MEMO_TEXT,SUB_ID
C00883413,AMERICA'S MOUNTAIN PAC,"CRANK, JEFF",AMERICA'S MOUNTAIN PAC,D,N,M7,G2026,2.02607E+17,24K,CCM,TROY DOWNING FOR CONGRESS,BILLINGS,MT,59104,,,6032026,5000,C00855288,H4MT02098,"DOWNING, TROY",SB23.1150853,1999958,,,4.08012E+18
C00413948,ARKANSAS FOR LEADERSHIP POLITICAL ACTION COMMITTEE (ARKPAC),"BOOZMAN, SEN. JOHN",ARKANSAS FOR LEADERSHIP POLITICAL ACTION COMMITTEE (ARKPAC),D,N,Q1,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3232026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.13692,1961622,,,4.04192E+18
C00413948,ARKANSAS FOR LEADERSHIP POLITICAL ACTION COMMITTEE (ARKPAC),"BOOZMAN, SEN. JOHN",ARKANSAS FOR LEADERSHIP POLITICAL ACTION COMMITTEE (ARKPAC),D,N,Q1,G2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3232026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.13728,1961622,,,4.04192E+18
C00820787,B BRIGADE MAJORITY FUND,"BARRETT, THOMAS MORE",B BRIGADE MAJORITY FUND,D,N,MY,P2026,2.02507E+17,24K,CCM,TROY DOWNING FOR CONGRESS,BILLINGS,MT,591040333,,,6272025,1000,C00855288,H4MT02098,"DOWNING, TROY",BCFB6AAEB3C8F4CAFB31,1909635,,,4.08132E+18
C00820787,B BRIGADE MAJORITY FUND,"BARRETT, THOMAS MORE",B BRIGADE MAJORITY FUND,D,N,Q1,P2026,2.02604E+17,24K,CCM,TROY DOWNING FOR CONGRESS,BILLINGS,MT,591040333,,,3302026,3500,C00855288,H4MT02098,"DOWNING, TROY",B54FD93C91D6F4D9FAA0,1963952,,,4.05062E+18
C00543207,BADLANDS PAC,0,BADLANDS PAC,D,N,Q1,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3262026,1500,C00942060,S6MT00295,"ALME, KURT",SB23.I28590,1965955,,,4.04302E+18
C00931006,BALANCE AND ACCOUNTABILITY PAC (BAC PAC),"SNEED, ANDREW RANKIN GUYTON",BALANCE AND ACCOUNTABILITY PAC (BAC PAC),D,N,YE,P2026,2.02601E+17,24K,CCM,CLEVELAND FOR CONGRESS,SAINT REGIS,MT,59866,,,12312025,250,C00902395,H6MT01103,"CLEVELAND, RUSSELL TYLER",SB23.4106,1941618,,,4.02262E+18
C00931006,BALANCE AND ACCOUNTABILITY PAC (BAC PAC),"SNEED, ANDREW RANKIN GUYTON",BALANCE AND ACCOUNTABILITY PAC (BAC PAC),D,N,Q1,P2026,2.02604E+17,24K,CCM,CLEVELAND FOR CONGRESS,SAINT REGIS,MT,59866,,,3312026,-250,C00902395,H6MT01103,"CLEVELAND, RUSSELL TYLER",SA16.4108,1964748,,,4.04242E+18
C00762930,BE VICTORIOUS OVER DEMOCRATS PAC,0,BE VICTORIOUS OVER DEMOCRATS PAC,D,N,M6,P2026,2.02606E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,5182026,5000,C00941575,H6MT01152,"FLINT, AARON",SB23.2010,1985266,,,4.07132E+18
C00863373,BEST AT BRINGING ENTREPRENEURIAL RESULTS NEVER IMAGINED OR ENVISIONED PAC,"MORENO, BERNIE",BEST AT BRINGING ENTREPRENEURIAL RESULTS NEVER IMAGINED OR ENVISIONED PAC,D,N,M4,G2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3092026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.I7270,1969228,,,4.06022E+18
C00863373,BEST AT BRINGING ENTREPRENEURIAL RESULTS NEVER IMAGINED OR ENVISIONED PAC,"MORENO, BERNIE",BEST AT BRINGING ENTREPRENEURIAL RESULTS NEVER IMAGINED OR ENVISIONED PAC,D,N,M4,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3092026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.I7269,1969228,,,4.06022E+18
C00786392,BEYOND THOUGHTS AND PRAYERS PAC,"AUCHINCLOSS, JAKE",BEYOND THOUGHTS AND PRAYERS PAC,D,N,M7,G2026,2.02607E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,598077224,,,6042026,1000,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",500824342,1998623,,,4.07282E+18
C00786392,BEYOND THOUGHTS AND PRAYERS PAC,"AUCHINCLOSS, JAKE",BEYOND THOUGHTS AND PRAYERS PAC,D,N,M6,P2026,2.02606E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,598077224,,,5052026,1000,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",500818347,1983014,,,4.06292E+18
C00765644,BIG IDEAS CREATE EXCELLENCE PAC,0,BIG IDEAS CREATE EXCELLENCE PAC,D,N,M6,P2026,2.02606E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,599012142,,,5182026,2000,C00941575,H6MT01152,"FLINT, AARON",B2B4730C83E86463D881,1982686,,,4.06292E+18
C00765644,BIG IDEAS CREATE EXCELLENCE PAC,0,BIG IDEAS CREATE EXCELLENCE PAC,D,N,M2,P2026,2.02502E+17,24K,CCM,TROY DOWNING FOR CONGRESS,BILLINGS,MT,591040333,,,1112025,1000,C00855288,H4MT02098,"DOWNING, TROY",B73517D0A16974FEF85B,1875748,,,4.02132E+18
C00542027,BIG SKY OPPORTUNITY PAC,0,BIG SKY OPPORTUNITY PAC,D,N,M4,G2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3292026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.I42935,1970269,,,4.05282E+18
C00542027,BIG SKY OPPORTUNITY PAC,0,BIG SKY OPPORTUNITY PAC,D,N,M4,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3292026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.I42936,1970269,,,4.05282E+18
C00542027,BIG SKY OPPORTUNITY PAC,0,BIG SKY OPPORTUNITY PAC,D,N,M4,P2026,2.02604E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,3292026,5000,C00941575,H6MT01152,"FLINT, AARON",SB23.I42941,1970269,,,4.05282E+18
C00542027,BIG SKY OPPORTUNITY PAC,0,BIG SKY OPPORTUNITY PAC,D,N,M4,G2026,2.02604E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,3292026,5000,C00941575,H6MT01152,"FLINT, AARON",SB23.I42942,1970269,,,4.05282E+18
C00542027,BIG SKY OPPORTUNITY PAC,0,BIG SKY OPPORTUNITY PAC,D,N,M10,P2026,2.0251E+17,24K,CCM,TROY DOWNING FOR CONGRESS,BILLINGS,MT,59104,,,9042025,5000,C00855288,H4MT02098,"DOWNING, TROY",SB23.I42335,1922967,,,4.01082E+18
C00542027,BIG SKY OPPORTUNITY PAC,0,BIG SKY OPPORTUNITY PAC,D,N,M4,G2026,2.02604E+17,24K,CCM,TROY DOWNING FOR CONGRESS,BILLINGS,MT,59104,,,3312026,5000,C00855288,H4MT02098,"DOWNING, TROY",SB23.I42946,1970269,,,4.05282E+18
C00529693,BLUE MAJORITY PAC,"POCAN, MARK",BLUE MAJORITY PAC,D,N,Q2,P2026,2.02607E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,598077224,,,5262026,2000,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",500597293,1995739,,,4.07262E+18
C00483487,BRINGING REPUBLICAN EXCELLENCE TO TOWN PAC,"GUTHRIE, S. BRETT",BRINGING REPUBLICAN EXCELLENCE TO TOWN PAC,D,N,12P,P2026,2.02605E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,4242026,2500,C00941575,H6MT01152,"FLINT, AARON",B-74226,1973274,,,4.06032E+18
C00483487,BRINGING REPUBLICAN EXCELLENCE TO TOWN PAC,"GUTHRIE, S. BRETT",BRINGING REPUBLICAN EXCELLENCE TO TOWN PAC,D,N,Q2,P2026,2.02607E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,5052026,2000,C00941575,H6MT01152,"FLINT, AARON",B-74296,1997084,,,4.07232E+18
C00693796,BUCKEYE LIBERTY POLITICAL ACTION COMMITTEE,0,BUCKEYE LIBERTY POLITICAL ACTION COMMITTEE,D,N,Q1,P2026,2.02604E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,599012142,,,3262026,5000,C00941575,H6MT01152,"FLINT, AARON",B05F94DED8EE849D99C8,1960109,,,4.04142E+18
C00629576,BUILD OUR MOVEMENT PAC,"JAYAPAL, PRAMILA",BUILD OUR MOVEMENT PAC,D,N,M7,G2026,2.02607E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,598077224,,,6182026,5000,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",500566436,1999968,,,4.08012E+18
C00832469,BUILDING A NATIONAL KNOWLEDGEABLE SECURITY PAC,0,BUILDING A NATIONAL KNOWLEDGEABLE SECURITY PAC,D,N,M7,P2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6022026,5000,C00942060,S6MT00295,"ALME, KURT",B0E57B76BAC3F45ED982,2000379,,,4.07302E+18
C00572271,BUILDING AMERICA'S REPUBLICAN REPRESENTATION PAC,0,BUILDING AMERICA'S REPUBLICAN REPRESENTATION PAC,D,A,M7,G2026,2.02607E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,599012142,,,6262026,2000,C00941575,H6MT01152,"FLINT, AARON",B4BE492E3807D4237BA8,2001209,,,4.08142E+18
C00834507,BUILDING UP DEMOCRACY'S DREAM,0,BUILDING UP DEMOCRACY'S DREAM,D,N,Q1,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3122026,5000,C00942060,S6MT00295,"ALME, KURT",B2108478AE29C4F06822,1964937,,,4.05072E+18
C00834507,BUILDING UP DEMOCRACY'S DREAM,0,BUILDING UP DEMOCRACY'S DREAM,D,N,Q2,G2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6042026,5000,C00942060,S6MT00295,"ALME, KURT",B14BF76B8FED543E2B59,1989576,,,4.07162E+18
C00818740,CALL TO SERVICE PAC,"NUNN, ZACH",CALL TO SERVICE PAC,D,N,M4,P2026,2.02604E+17,24K,CCM,TROY DOWNING FOR CONGRESS,BILLINGS,MT,59104,,,3162026,2500,C00855288,H4MT02098,"DOWNING, TROY",SB23.1126707,1969841,,,4.05292E+18
C00827881,CIRCLE THE WAGONS PAC,"LANGWORTHY, NICK",CIRCLE THE WAGONS PAC,D,N,M7,G2026,2.02607E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,599012142,,,6292026,2000,C00941575,H6MT01152,"FLINT, AARON",B6ACC4AECA6714B079C4,1995057,,,4.07262E+18
C00669929,COMMON GOOD PAC,0,COMMON GOOD PAC,D,N,M4,P2026,2.02604E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,59807,,,3312026,2000,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",SB23.4609,1969887,,,4.05292E+18
C00442368,COMMON VALUES PAC,"BARRASSO, JOHN",COMMON VALUES PAC,D,N,Q1,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3132026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.14974,1963216,,,4.04302E+18
C00442368,COMMON VALUES PAC,"BARRASSO, JOHN",COMMON VALUES PAC,D,N,Q1,G2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3132026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.14976,1963216,,,4.04302E+18
C00404392,CONSERVATIVE OPPORTUNITY LEADERSHIP AND ENTERPRISE PAC,0,CONSERVATIVE OPPORTUNITY LEADERSHIP AND ENTERPRISE PAC,D,N,Q2,P2026,2.02607E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,4032026,5000,C00941575,H6MT01152,"FLINT, AARON",SB23.13638,1991851,,,4.07222E+18
C00404392,CONSERVATIVE OPPORTUNITY LEADERSHIP AND ENTERPRISE PAC,0,CONSERVATIVE OPPORTUNITY LEADERSHIP AND ENTERPRISE PAC,D,N,Q2,G2026,2.02607E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,5302026,5000,C00941575,H6MT01152,"FLINT, AARON",SB23.13595,1991851,,,4.07222E+18
C00678813,CONSERVATIVES HARVESTING SUCCESS PAC,"HYDE-SMITH, CINDY",CONSERVATIVES HARVESTING SUCCESS PAC,D,N,M6,G2026,2.02606E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5182026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.2005,1985268,,,4.07132E+18
C00678813,CONSERVATIVES HARVESTING SUCCESS PAC,"HYDE-SMITH, CINDY",CONSERVATIVES HARVESTING SUCCESS PAC,D,N,M4,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3262026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.2006,1968387,,,4.05272E+18
C00525592,COOL PAC,"WEBSTER, DANIEL",COOL PAC,D,N,Q1,P2026,2.02604E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,599012142,,,3252026,2000,C00941575,H6MT01152,"FLINT, AARON",BB56060D82F8F4406BC2,1957940,,,4.04062E+18
C00692202,COURAGE TO CHANGE,"OCASIO-CORTEZ, ALEXANDRIA",COURAGE TO CHANGE,D,N,M6,P2026,2.02606E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,598077224,,,5142026,5000,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",500655694,1984643,,,4.07102E+18
C00493072,DAKOTA PAC,"HOEVEN, JOHN",DAKOTA PAC,D,N,M7,G2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,6052026,5000,C00942060,S6MT00295,"ALME, KURT",SB.3,1999627,,,4.08122E+18
C00632323,DEFEND OUR CONSERVATIVE SENATE PAC (DOC'S PAC),0,DEFEND OUR CONSERVATIVE SENATE PAC (DOC'S PAC),D,N,Q2,P2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5282026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.I29693,1996003,,,4.07252E+18
C00632323,DEFEND OUR CONSERVATIVE SENATE PAC (DOC'S PAC),0,DEFEND OUR CONSERVATIVE SENATE PAC (DOC'S PAC),D,N,Q2,G2026,2.02607E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,5282026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.I29694,1996003,,,4.07252E+18
C00822833,DEFENDING THE AMERICAN DREAM PAC,0,DEFENDING THE AMERICAN DREAM PAC,D,N,M6,P2026,2.02606E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,599012142,,,5212026,3000,C00941575,H6MT01152,"FLINT, AARON",B8F61716CD84A46FA9B3,1981372,,,4.06232E+18
C00664318,DEMOCRACY SUMMER LEADERSHIP PAC,"RASKIN, JAMIE",DEMOCRACY SUMMER LEADERSHIP PAC,D,N,M6,P2026,2.02606E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,598077224,,,5122026,3000,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",500477090,1984711,,,4.07102E+18
C00664318,DEMOCRACY SUMMER LEADERSHIP PAC,"RASKIN, JAMIE",DEMOCRACY SUMMER LEADERSHIP PAC,D,N,M4,P2026,2.02604E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,598077224,,,3112026,2000,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",500471526,1970077,,,4.05292E+18
C00592089,ELECTING MAJORITY MAKING EFFECTIVE REPUBLICANS PAC,0,ELECTING MAJORITY MAKING EFFECTIVE REPUBLICANS PAC,D,N,M4,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3122026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.I80562,1969976,,,4.05292E+18
C00592089,ELECTING MAJORITY MAKING EFFECTIVE REPUBLICANS PAC,0,ELECTING MAJORITY MAKING EFFECTIVE REPUBLICANS PAC,D,N,M4,G2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3122026,5000,C00942060,S6MT00295,"ALME, KURT",SB23.I80563,1969976,,,4.05292E+18
C00592089,ELECTING MAJORITY MAKING EFFECTIVE REPUBLICANS PAC,0,ELECTING MAJORITY MAKING EFFECTIVE REPUBLICANS PAC,D,N,M4,P2026,2.02604E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,3172026,5000,C00941575,H6MT01152,"FLINT, AARON",SB23.I80642,1969976,,,4.05292E+18
C00592089,ELECTING MAJORITY MAKING EFFECTIVE REPUBLICANS PAC,0,ELECTING MAJORITY MAKING EFFECTIVE REPUBLICANS PAC,D,N,M7,P2026,2.02607E+17,24K,CCM,TROY DOWNING FOR CONGRESS,HELENA,MT,59624,,,6012026,5000,C00855288,H4MT02098,"DOWNING, TROY",SB23.I81314,2000308,,,4.07312E+18
C00390161,EUREKA POLITICAL ACTION COMMITTEE,0,EUREKA POLITICAL ACTION COMMITTEE,D,N,M4,P2026,2.02604E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,3242026,2500,C00941575,H6MT01152,"FLINT, AARON",SB23.9504,1969644,,,4.06022E+18
C00390161,EUREKA POLITICAL ACTION COMMITTEE,0,EUREKA POLITICAL ACTION COMMITTEE,D,N,M7,P2026,2.02607E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,6022026,2500,C00941575,H6MT01152,"FLINT, AARON",SB23.9648,2000071,,,4.08012E+18
C00390161,EUREKA POLITICAL ACTION COMMITTEE,0,EUREKA POLITICAL ACTION COMMITTEE,D,N,M7,G2026,2.02607E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,6022026,2500,C00941575,H6MT01152,"FLINT, AARON",SB23.9649,2000071,,,4.08012E+18
C00390161,EUREKA POLITICAL ACTION COMMITTEE,0,EUREKA POLITICAL ACTION COMMITTEE,D,N,MY,P2026,2.02507E+17,24K,CCM,TROY DOWNING FOR CONGRESS,BILLINGS,MT,59104,,,6302025,1000,C00855288,H4MT02098,"DOWNING, TROY",SB23.8120,1908847,,,4.08072E+18
C00574970,FAIR SHOT PAC,"CLARK, KATHERINE",FAIR SHOT PAC,D,N,M7,G2026,2.02607E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,598077224,,,6292026,5000,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",500310816,1999941,,,4.08032E+18
C00762328,FIGHT ON PAC,"ARENHOLZ, ASHLEY HINSON",FIGHT ON PAC,D,N,M4,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,HELENA,MT,59601,,,3122026,5000,C00942060,S8MT00295,#N/A,SB23.2007,1968530,,,4.05262E+18
C00762328,FIGHT ON PAC,"ARENHOLZ, ASHLEY HINSON",FIGHT ON PAC,D,N,M4,G2026,2.02604E+17,24K,CCM,ALME FOR SENATE,HELENA,MT,59601,,,3122026,5000,C00942060,S8MT00295,#N/A,SB23.2008,1968530,,,4.05262E+18
C00912543,FIGHT PAC,"WARREN, ELIZABETH",FIGHT PAC,D,N,M7,G2026,2.02607E+17,24K,CCM,SAM FOR MONTANA,MISSOULA,MT,598077224,,,6302026,3500,C00932822,H6MT01137,"FORSTAG, SAMUEL KELLEY",500140399,1998317,,,4.07282E+18
C00540146,FIRST IN FREEDOM PAC,0,FIRST IN FREEDOM PAC,D,N,M5,P2026,2.02605E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,599012142,,,4272026,5000,C00941575,H6MT01152,"FLINT, AARON",B6E69875087C24CF5A66,1977262,,,4.06172E+18
C00898734,FLORIDA FIRST PAC,"PATRONIS, JIMMY",FLORIDA FIRST PAC,D,N,12P,P2026,2.02605E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,5082026,3000,C00941575,H6MT01152,"FLINT, AARON",SB23.I1528,1978307,,,4.06172E+18
C00896092,FLORIDA LEADS,"MOODY, ASHLEY",FLORIDA LEADS,D,N,Q1,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,223145404,,,3122026,5000,C00942060,S6MT00295,"ALME, KURT",BD33F1C1E59434776988,1964213,,,4.05082E+18
C00881490,"FOR OUR NATION'S GREATNESS, RESILIENCE, EXCELLENCE, STRENGTH, AND SECURITY (FONGRESS) PAC",0,"FOR OUR NATION'S GREATNESS, RESILIENCE, EXCELLENCE, STRENGTH, AND SECURITY (FONGRESS) PAC",D,N,M6,P2026,2.02606E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,5262026,1000,C00941575,H6MT01152,"FLINT, AARON",SB23.4477,1984367,,,4.07122E+18
C00918763,FOREVER TEXAS PAC,"CAIN, BRISCOE ROWELL III",FOREVER TEXAS PAC,D,N,Q1,P2026,2.02604E+17,24K,CCM,CHRISTI JACOBSEN FOR CONGRESS,HELENA,MT,59624,,,3312026,3500,C00941583,H6MT01160,"JACOBSEN, CHRISTI",SB23.4155,1966668,,,4.04292E+18
C00769695,FREEDOM FORCE PAC,"SALAZAR, MARIA ELVIRA",FREEDOM FORCE PAC,D,N,Q1,G2026,2.02604E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,3252026,3500,C00941575,H6MT01152,"FLINT, AARON",SB23.5071,1960027,,,4.04172E+18
C00769695,FREEDOM FORCE PAC,"SALAZAR, MARIA ELVIRA",FREEDOM FORCE PAC,D,N,Q1,P2026,2.02604E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,3252026,3500,C00941575,H6MT01152,"FLINT, AARON",SB23.5068,1960027,,,4.04172E+18
C00390674,FREEDOM FUND,"CRAPO, MICHAEL",FREEDOM FUND,D,N,M4,P2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3132026,5000,C00942060,S6MT00295,"ALME, KURT",B3F60299A3F64435280A,1970083,,,4.05292E+18
C00390674,FREEDOM FUND,"CRAPO, MICHAEL",FREEDOM FUND,D,N,M4,G2026,2.02604E+17,24K,CCM,ALME FOR SENATE,ALEXANDRIA,VA,22314,,,3132026,5000,C00942060,S6MT00295,"ALME, KURT",B125A93756FC94375A1E,1970083,,,4.05292E+18
C00629311,GRANITE VALUES PAC,"HASSAN, MARGARET",GRANITE VALUES PAC,D,N,M7,P2026,2.02607E+17,24K,CCM,SETH BODNAR FOR MONTANA,MISSOULA,MT,598077188,,,6022026,5000,C00941708,S6MT00287,"BODNAR, SETH",500079850,1999525,,,4.08132E+18
C00923938,GRASSROOTS ORGANIZING FOR BETTER ELECTION RESULTS PAC,"GOBER, CHRIS",GRASSROOTS ORGANIZING FOR BETTER ELECTION RESULTS PAC,D,N,M7,P2026,2.02607E+17,24K,CCM,FLINT FOR MONTANA,KALISPELL,MT,59901,,,6012026,3000,C00941575,H6MT01152,"FLINT, AARON",SB23.10003,1999340,,,4.07302E+18
